Method,doub_rt,Perf
FCNN-3,0.0,0.9834
GNN-4,0.0,0.9524
Greedy,0.0,0.9574
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9627
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9883
SCITE,0.0,1.0
FCNN-3,0.0,0.9706
GNN-4,0.0,0.9953
Greedy,0.0,0.9706
SCITE,0.0,1.0
FCNN-3,0.0,0.9383
GNN-4,0.0,1.0
Greedy,0.0,0.9383
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9187
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9783
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9428
GNN-4,0.0,0.9625
Greedy,0.0,0.9428
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9098
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9615
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9822
GNN-4,0.0,0.796
Greedy,0.0,0.9822
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9805
SCITE,0.0,1.0
FCNN-3,0.0,0.9725
GNN-4,0.0,1.0
Greedy,0.0,0.9725
SCITE,0.0,1.0
FCNN-3,0.0,0.9559
GNN-4,0.0,0.9242
Greedy,0.0,0.9411
SCITE,0.0,1.0
FCNN-3,0.0,0.9712
GNN-4,0.0,1.0
Greedy,0.0,0.9547
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.962
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.8741
SCITE,0.0,1.0
FCNN-3,0.0,0.8955
GNN-4,0.0,0.9753
Greedy,0.0,0.8586
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.7259
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9617
GNN-4,0.0,0.9771
Greedy,0.0,0.9193
SCITE,0.0,1.0
FCNN-3,0.0,0.9666
GNN-4,0.0,0.927
Greedy,0.0,0.9
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.7706
GNN-4,0.0,1.0
Greedy,0.0,0.7706
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.8772
GNN-4,0.0,0.9665
Greedy,0.0,0.8772
SCITE,0.0,1.0
FCNN-3,0.0,0.9601
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9723
GNN-4,0.0,1.0
Greedy,0.0,0.9723
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9544
Greedy,0.0,0.9027
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.786
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9687
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.8921
Greedy,0.0,0.9758
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9325
Greedy,0.0,0.7927
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9044
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.8199
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9726
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9908
Greedy,0.0,0.8988
SCITE,0.0,1.0
FCNN-3,0.0,0.978
GNN-4,0.0,0.9369
Greedy,0.0,0.9654
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9727
Greedy,0.0,0.8743
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9066
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9441
GNN-4,0.0,0.9558
Greedy,0.0,0.7682
SCITE,0.0,1.0
FCNN-3,0.0,0.7432
GNN-4,0.0,0.993
Greedy,0.0,0.7469
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9179
Greedy,0.0,0.9653
SCITE,0.0,1.0
FCNN-3,0.0,0.9661
GNN-4,0.0,1.0
Greedy,0.0,0.8513
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9282
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9926
GNN-4,0.0,0.7947
Greedy,0.0,0.7893
SCITE,0.0,1.0
FCNN-3,0.0,0.9519
GNN-4,0.0,1.0
Greedy,0.0,0.9639
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9522
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.8083
Greedy,0.0,0.9209
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9129
Greedy,0.0,0.9543
SCITE,0.0,1.0
FCNN-3,0.0,0.9602
GNN-4,0.0,0.9757
Greedy,0.0,0.9115
SCITE,0.0,1.0
FCNN-3,0.0,0.9096
GNN-4,0.0,1.0
Greedy,0.0,0.7661
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9834
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9169
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.913
Greedy,0.0,0.9545
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9262
Greedy,0.0,0.7529
SCITE,0.0,1.0
FCNN-3,0.0,0.9655
GNN-4,0.0,0.8418
Greedy,0.0,0.9138
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9793
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9765
GNN-4,0.0,1.0
Greedy,0.0,0.9765
SCITE,0.0,1.0
FCNN-3,0.0,0.9722
GNN-4,0.0,0.7712
Greedy,0.0,0.9722
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.797
SCITE,0.0,1.0
FCNN-3,0.0,0.8254
GNN-4,0.0,0.9089
Greedy,0.0,0.6974
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.8282
GNN-4,0.0,0.9862
Greedy,0.0,0.8282
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.8842
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9209
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9751
Greedy,0.0,0.9238
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,0.9795
SCITE,0.0,1.0
FCNN-3,0.0,0.7674
GNN-4,0.0,0.9947
Greedy,0.0,0.73
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9503
GNN-4,0.0,0.973
Greedy,0.0,0.8738
SCITE,0.0,1.0
FCNN-3,0.0,0.9861
GNN-4,0.0,0.8363
Greedy,0.0,0.9479
SCITE,0.0,1.0
FCNN-3,0.0,0.9333
GNN-4,0.0,0.8
Greedy,0.0,0.839
SCITE,0.0,1.0
FCNN-3,0.0,0.7536
GNN-4,0.0,0.6648
Greedy,0.0,0.9541
SCITE,0.0,1.0
FCNN-3,0.0,0.9925
GNN-4,0.0,0.9622
Greedy,0.0,0.9648
SCITE,0.0,1.0
FCNN-3,0.0,0.9574
GNN-4,0.0,0.7773
Greedy,0.0,0.9313
SCITE,0.0,1.0
FCNN-3,0.0,0.9437
GNN-4,0.0,1.0
Greedy,0.0,0.9625
SCITE,0.0,1.0
FCNN-3,0.0,0.7551
GNN-4,0.0,0.9699
Greedy,0.0,0.713
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9815
Greedy,0.0,0.9759
SCITE,0.0,1.0
FCNN-3,0.0,0.9496
GNN-4,0.0,0.9441
Greedy,0.0,0.9385
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,1.0
Greedy,0.0,1.0
SCITE,0.0,1.0
FCNN-3,0.0,0.9727
GNN-4,0.0,1.0
Greedy,0.0,0.9727
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.8216
Greedy,0.0,0.9528
SCITE,0.0,1.0
FCNN-3,0.0,0.8868
GNN-4,0.0,1.0
Greedy,0.0,0.8868
SCITE,0.0,1.0
FCNN-3,0.0,0.9251
GNN-4,0.0,0.959
Greedy,0.0,0.9251
SCITE,0.0,1.0
FCNN-3,0.0,0.9554
GNN-4,0.0,0.784
Greedy,0.0,0.7982
SCITE,0.0,1.0
FCNN-3,0.0,0.9479
GNN-4,0.0,0.8088
Greedy,0.0,0.6616
SCITE,0.0,1.0
FCNN-3,0.0,1.0
GNN-4,0.0,0.9536
Greedy,0.0,0.9696
SCITE,0.0,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9743
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9627
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.9962
GNN-4,0.01,1.0
Greedy,0.01,0.9962
SCITE,0.01,1.0
FCNN-3,0.01,0.9706
GNN-4,0.01,0.9953
Greedy,0.01,0.9706
SCITE,0.01,1.0
FCNN-3,0.01,0.9383
GNN-4,0.01,1.0
Greedy,0.01,0.9383
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9187
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9933
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.9428
GNN-4,0.01,0.9625
Greedy,0.01,0.9428
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9098
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.8054
Greedy,0.01,0.9908
SCITE,0.01,1.0
FCNN-3,0.01,0.9822
GNN-4,0.01,0.796
Greedy,0.01,0.9822
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9065
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.9725
GNN-4,0.01,1.0
Greedy,0.01,0.9725
SCITE,0.01,1.0
FCNN-3,0.01,0.9559
GNN-4,0.01,0.9242
Greedy,0.01,0.9411
SCITE,0.01,1.0
FCNN-3,0.01,0.9712
GNN-4,0.01,1.0
Greedy,0.01,0.9547
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9894
Greedy,0.01,0.9894
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.8741
SCITE,0.01,1.0
FCNN-3,0.01,0.8955
GNN-4,0.01,0.9753
Greedy,0.01,0.8586
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.7259
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.7626
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.9666
GNN-4,0.01,0.927
Greedy,0.01,0.9
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.7706
GNN-4,0.01,1.0
Greedy,0.01,0.7706
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.8772
GNN-4,0.01,0.9665
Greedy,0.01,0.8772
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.8774
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.942
GNN-4,0.01,0.9911
Greedy,0.01,0.9208
SCITE,0.01,1.0
FCNN-3,0.01,0.8712
GNN-4,0.01,0.9796
Greedy,0.01,0.8611
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.786
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9687
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.8921
Greedy,0.01,0.9758
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9325
Greedy,0.01,0.7927
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.7745
Greedy,0.01,0.9338
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.8792
Greedy,0.01,0.9626
SCITE,0.01,1.0
FCNN-3,0.01,0.9644
GNN-4,0.01,0.84
Greedy,0.01,0.8062
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.926
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.9197
GNN-4,0.01,1.0
Greedy,0.01,0.9197
SCITE,0.01,1.0
FCNN-3,0.01,0.978
GNN-4,0.01,0.9369
Greedy,0.01,0.9654
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9727
Greedy,0.01,0.8743
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9066
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,0.9441
GNN-4,0.01,0.9558
Greedy,0.01,0.7682
SCITE,0.01,1.0
FCNN-3,0.01,0.7432
GNN-4,0.01,0.993
Greedy,0.01,0.7469
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9179
Greedy,0.01,0.9653
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9425
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9282
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,0.9719
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.8603
Greedy,0.01,0.7706
SCITE,0.01,1.0
FCNN-3,0.01,0.9519
GNN-4,0.01,1.0
Greedy,0.01,0.9639
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.8083
Greedy,0.01,0.9209
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9129
Greedy,0.01,0.9543
SCITE,0.01,1.0
FCNN-3,0.01,0.9602
GNN-4,0.01,0.9757
Greedy,0.01,0.9115
SCITE,0.01,1.0
FCNN-3,0.01,0.9096
GNN-4,0.01,1.0
Greedy,0.01,0.7661
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9501
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9169
Greedy,0.01,1.0
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.913
Greedy,0.01,0.9545
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,0.9262
Greedy,0.01,0.7529
SCITE,0.01,1.0
FCNN-3,0.01,0.9655
GNN-4,0.01,0.8418
Greedy,0.01,0.9138
SCITE,0.01,1.0
FCNN-3,0.01,1.0
GNN-4,0.01,1.0
Greedy,0.01,1.0
